"Labeled Data","Final Label","Dataset Name"
"It was great to see how the two ladies directly located in my office communicated, collaborated, and delegated tasks.","NA","Student"
"I was also able to see interactions between them and their supervisors as well.","NA","Student"
"I saw great examples of how delegating and allowing each member to take on accounts and clients and take ownership of various projects all works in conjuction with the others.
","TC","Student"
"It was my personal goal this internship to promote mental health awareness.","NA","Student"
"I did this by having my menses tell me what they did every week for self care/ for themselves.","STF","Student"
"I also opened up to my WISE staff about having and eating disorder and how important it is to look out for that within the menses because it is so common among college age girls, especially engineers who are under loads of stress.
","NA","Student"
"They took all of our options into account to create a final opinion.
","IDK","Student"
"It was when i gathered operators working on floor and ask there opinions on how we can avoid his common defects happening again and again. 
","IDK","Student"
"It's not a specific time, but, throughout my internship I observed my leader utilizing skills of individuals of various backgrounds to meet company goals.
","TC","Student"
"I've already answered these free response questions in my first evaluation of this form.","NA","Student"
"I forgot to take a screenshot of the completion page.
","NA","Student"
"I've been able to partner with others by assisting them in whatever they may need in order to achieve the shared vision of process improvement on campus. 
","STF","Student"
"I've been able to utilize my other leadership positions in helping to make decisions in the work place. 
","STC","Student"
"I've encouraged and commended one coworker on several occasions, to try and get her to come out of her shell and take on her responsibilities at the magazine. 
","TF","Student"
"I've had to basically lead an assessment when my boss was not there.
","IDK","Student"
"I've held multiple leadership positions throughout my time at Clemson.","NA","Student"
"I led our team of interns in the school book project and organized the whole thing.","NA","Student"
"I was able to lead my fellow interns in how to interact with the students and led the students to realize their potential with their writing and reading.","TF","Student"
"However, we all came together with a shared vision of getting the students more interested in reading, and the goal of having the students continue reading and writing when they're home over summer vacation. 
","TF","Student"
"I've observed Mark and his vision for how the building is to be run when we were learning the way the systems interact with each other. 
","IDK","Student"
"I've seen how my mentor and his boss, Dustin, facilitate discussion in meetings with others in CCIT.","STC","Student"
"They make sure everyone's voice is heard and they make sure we stay on track to achieving the desired goal. 
","STF","Student"
"I've spent the semester watching my mentor learn about our new employees and how they each work best and learn.","IDK","Student"
"Seeing her adapt to their qualities was a good learning experience for me.
","STF","Student"
"I've taken the lead on reformatting how to do an LCA.
","STC","Student"
"Jackie had all of her interns meet with her as a group at least once a week.","NA","Student"
"In these meetings, Jackie would praise us for what we did well and give us ways we could improve.","STF","Student"
"On top of that, she asked our opinions about different issues to come to conclusions about Inside Clemson.","NA","Student"
"We were given the chance to put our two cents into discussions rather than just being told what to do.","TF","Student"
"By working together, we could come to better conclusions than just having Jackie tell us what she thought about those issues.","STF","Student"
"She really valued our opinions in those meetings and it was incredibly empowering.
","TF","Student"
"Jordy, who is the newest member of the compliance team, showed her worth by putting in more work and vouching for herself than anyone else in the office. 
","NA","Student"
"Just as mentioned above I have worked at my hometown since the summer prior to my sophomore year of high school.","NA","Student"
"I am now headboard, manager on duty, head trainer, swim coach, and swim lesson instructor.","NA","Student"
"I have to work well with my co-workers, show them respect and delegate efficiently.","STF","Student"
"Especially as during high school, many do not want to put in the extra effort to efficiently do their job, I must make sure that I lead properly in order to maintain the work environment and get work don't well without creating a hostile environment.","TC","Student"
"I have initiated a lot of events as well as changes regarding staffing and training. 
","IDK","Student"
"Just now, we had to make sure that we cleaned out an entire house of pens (which normally takes us about 2 weeks) in a matter of days for a project that was doing a turn around study.","NA","Student"
"I was able to talk with out staff and each come up wither our own solutions and then morph those solutions into the best possible game plan to do the project as efficiently and as quickly as possible.
","STC","Student"
"Just the other day, I was helping with a volunteer opportunity that was brought to my attention through work and got to meet some partners and individuals iMAGINE has a great working relationship with.","NA","Student"
"I was able to see how they brought the group together and would ask questions to others that were thoughtful and got the others engaged by answering and thinking about answers. 
","STF","Student"
"knew how to carry out tasks when it was expected of me, and was able to lead others throughout the tasks if they did not understand
","TC","Student"
"Krysten worked tirelessly to put on the first coffee house and shuttled all around Clemson and Anderson to get catering and make sure everything was right.","STF","Student"
"This showed dedication and helped us achieve our first successful event.
","IDK","Student"
"Kyle showed immense leadership when starting the development of our innovated evaluation system when we all got together to meet on the next steps to make it actually happen
","NA","Student"
"Last month we had about two team meetings a week with all the employees.","STC","Student"
"My supervisor got everyone together and would show us this program on his computer that had our to do list.","IDK","Student"
"Together everyone would share what they have been working on and we would decide if the tasks were completed, in progress, or put on backlog.","STC","Student"
"We would also develop more tasks depending on what their recent events were. 
","NA","Student"
"Last semester, Chloe had us interns do specific tasks and it was very structured (which I loved and was very comfortable with).","STC","Student"
"This semester Chloe let us do more of our own things.","NA","Student"
"She allowed us to use our strengths and capitalize them to make a great project, but also lettign us work on somethings that we may have wanted to improve, if we chose to do so. 
","TF","Student"
"Last semester, I acted as treasurer of the Makerspace.","NA","Student"
"This semester, I moved into the VP/Chief of Staff position.","NA","Student"
"We had a new intern take over the treasurer position and at first he was quite overwhelmed with all the responsibilities and decisions that needed to be made.","NA","Student"
"I helped him get up to speed with our finances and procedures and slowly became more and more hands off.","STC","Student"
"By the end of the semester, he is making many of the decisions on his own and using our advisers as a resource to help him achieve his goals and make sure that his plans align with the larger organizational goals.
","TC","Student"
"Last semester, I attended the CECAS Donors Event on behalf of the PEER/WISE Department.","NA","Student"
"Many of the people in attendance were donors to the PEER/WISE Department and I was able to share the positive impact the department has had on me during my time at Clemson and how much I enjoy being able to impact others in a similar manner. 
","NA","Student"
"Last week, I attended one of Clemson Abroad's Pre-Departure Orientation sessions, in which our office prepares upcoming study abroad students with relevant safety information before they leave the country.","NA","Student"
"By observing my boss Meredith Wilson lead this session, I was able to learn much about useful public speaking skills and ways in which to unite a group of people who do not know one another in a common goal of being safe while abroad.
","IDK","Student"
"Lead a project in which I had to collaborate with people from different departments and had to report the progress to senior engineers on a bi-weekly basis
","TC","Student"
"Lead a team 
","NA","Student"
"Lead and organized sewer inspections with contractors to more efficiently get the job done
","STC","Student"
"Lead group discussions within the accelerator to develop the ideas of others to help them achieve their own personal goals as well as our overall intern goal of becoming successful ambassadors of the Spiro Institute. 
","STF","Student"
"Lead others to work for the completion of the project
","NA","Student"
"Lead projects and helped lead training
","NA","Student"
"Lead the electrical part of the asssessment. 
","NA","Student"
"Lead the improvement with team lead for suggested changes
","IDK","Student"
"Leadership can be a tricky thing.","NA","Student"
"Leaders need to be different things in different places.","NA","Student"
"In Haiti, being a leader means you understand that your team is already uncomfortable/adapting to a new environment and you need to be there for them while also adjusting yourself also
","TF","Student"
"Leadership has always been a struggle for me.","NA","Student"
"Therefore I tried to take on more of a leadership role in this organization.","NA","Student"
"Knowing the tour guides gives us a way to organize our sales and style to match theirs.","STC","Student"
"We know who has the ability to do and handle certain tasks and work around that. 
","STC","Student"
"Leadership is a big part of my role as intern.","NA","Student"
"For example, I lead an information session on group fitness classes for the orientation ambassadors.","NA","Student"
"I lead over 40 ambassadors through a workout and had them work together as a team to finish it. ","IDK","Student"
"Leadership is not just taking responsibility for large projects, it is being a leader everyday.","NA","Student"
"I feel that I exemplified this by taking charge everyday of the work assigned to me and then going above and beyond to complete that work. 
","IDK","Student"
"Leadership is sometimes a hard role to perform when working as an intern.","NA","Student"
"Regardless of the challenges, it is important to show that you are able to perform your tasks without being watched over constantly.","TC","Student"
"During my internship, I had to take partial leadership of overseeing the TigerSTEPS program.","NA","Student"
"I had to make decisions on how the program would be ran, along with decisions on specific cases.","NA","Student"
"If there were thing that I thought could be improved upon it was up to me to bring that up to the others who also were working on TigerSTEPS with me.","TF","Student"
"As an intern, I had to act as a leader and make my own decisions, while also checking in with a supervisor.","NA","Student"
"This is a unique opportunity because if I was unsure of something I had people to go to for help.","NA","Student"
"While leadership isnt my best competency, it has improved, but there is still plenty of room for growth. 
","NA","Student"
"Leadership is the area I think I gained the most this semester.","NA","Student"
"I was often training other interns in the production room to create different types of jobs.","STC","Student"
"I was able to teach other interns different things the computers could do, the best techniques for sign mounting, canvas building, printing, and laminating. 
","IDK","Student"
"Leadership styles are the focus of our research, improving my understanding of this competency. 
","NA","Student"
"Leadership taken by mentor during scrap issues helped me gain knowledge.
","NA","Student"
"Leadership was a very essential part of the internship since i was solely responsible for many projects and hence improved my leadership skills .
","NA","Student"
"Leadership wasn't needed.","NA","Student"
"I worked mainly by myself
","NA","Student"
"Leading alignment meetings for the Swimlane Diagrams caused the participants to communicate and understand eachother's goals and objectives.
","NA","Student"
"Leading small groups during academic recovery meetings meant that I had to facilitate discussion with students.","STC","Student"
"These discussions circulated around achieving their academic goals and how they would go about doing so.","STC","Student"
"Many students had a range of responses based on their individual circumstances. 
","NA","Student"
"Leading the development for the ccpd app.
","NA","Student"
"Learned leadership qualities from my Site supervisor in first two weeks of Internship.","NA","Student"
"I tried to implement these ideas in other meetings.","NA","Student"
"I would put some ideas and asked others opinions.","NA","Student"
"Would Appreciate any comments including criticism.
","NA","Student"
"Led projects and assignments for completion
","NA","Student"
"Led the project of integrating PPCR into Windchill
","NA","Student"
"Led the team in the absence of my mentor in important issues related to issues central to our team.
","NA","Student"
"Like before in the Collaboration section I was a leader on the Eureka!","NA","Student"
"trip and after each activity I would ask the students what was challenging about the task, how did they feel while trying to achieve the goal, what do they think they could do better next time, and then I would have them try the task again after discussing these questions. 
","STF","Student"
"Like I said before when I was running the parlor it was my job to be the leader from setup to take down","NA","Student"
"I was in charge","STC","Student"
"so I had to be able to communicate and demonstrate leadership qualities and be the person others looked up to for advice and experience. 
","TF","Student"
"Like I said before, I have led multiple project while interning in the IT Department.","STC","Student"
"This has allowed me use leadership skills to foster collaboration and achieve the results we need to accomplish our task. 
","STF","Student"
"Like I said earlier, I had to work with other process engineers and develop experiments that are good for the future of the company and the advancement of scientific knowledge. 
","NA","Student"
"Mallory and I helped out with the BeeCause event in Clemson that encourages local teachers in Pickens, Oconee and Anderson to implement bee hives into their schools.","STF","Student"
"We organized a bee tote that the teachers took with them after the class.","NA","Student"
"This tote had supplies such as life cycle figurines, pamphlets, teaching materials on pollinators and other useful resources they could use in the classroom.","NA","Student"
"It was awesome to see these teachers come together and share the vision of the BeeCause event in their schools.
","TF","Student"
"Many mentors had different approaches to initially reaching out to their mentees.","NA","Student"
"At one point, I was curious to whether a particular approach had been successful, and during a team meeting I asked the group about it and what their experiences with it had been in order to determine if I should attempt this method as well.
","NA","Student"
"Many of the conversations I had with the professors and students in the Creative Inquiry program that I was interviewing for each Decipher article, I had to discuss some interesting topics like why these students and that professor decided to get into the research they did.","NA","Student"
"I was given the opportunity to hear about personal stories that helped inspire these people.","NA","Student"
"I was also able to see and understand why research itself can be tricky and controversial in some instances, for example, one professor I interviewed discussed how her research method was not supported by other researchers because they didn't think it was an appropriate way to go about gathering information specific to her project.","NA","Student"
"However, she told me that although you might have critics, it's important to express your opinion and engage in express different points of view.
","NA","Student"
"Many of the other student workers would ask me what there was today, and we would all work together to accomplish goals.","IDK","Student"
"Each employee has a special talent when it came to jobs that would utilize their potential we were sure to put them on that job. 
","IDK","Student"
"Many of the people of the lab have specialized skills, be it Unity, design, or circuit design.","NA","Student"
"To finish projects as efficiently as possible, projects are divided among the team based on their strengths.","STC","Student"
"The original concept art will be done by one person, and then built and finalized by a pair of others. 
","NA","Student"
"Many of those same projects I took the leadership role in because I am bilingual and also I just always seem to drift towards it anyway.","IDK","Student"
"I led the team of interns to 3 separate, successful projects that helped the company immensely. ","TC","Student"
"Many opportunities arose during my internship where a decision needed to be made in the lab or in the field.","NA","Student"
"When the need to make a decision came about, I would seek the input of my teammates so that we could reach a conclusion.
","NA","Student"
"Many time when I had a post idea I would go and ask for diffrent perspective on the idea to help me develop the full post. 
","IDK","Student"
"Many times my site leader will gather myself along with the other interns and discuss plans for projects that we are working on, such as the Be Brilliant series, helping with convocation, coaching and other jobs in order for us to see the end goal, and ultimately working as a team to do so.
","STC","Student"
"Many times we have large lists of things to do before a seminar or trial.","NA","Student"
"This can be overwhelming when there are only 2 or 3 people working at a time, but consistently we all gather together and discuss who is best at what and work to people's strengths, while trying to teach the others these tasks so they can accomplish them later on.","STC","Student"
"We, in a sense, divide and conquer the huge list of tasks that need to be done and all continue to learn new things along the way. 
","STC","Student"
"Marketed the 4+1 Graduate Program in order to inform other students about the program and urged them to take that step.","NA","Student"
"Matt Menard is the manager of the sales department at the Dynamo and Dash.","NA","Student"
"One of the things I loved was that he always had ideas to spice things up in the office.","NA","Student"
"He would often build games the sales department would take part in.","NA","Student"
"We played Mario kart were each person started out with 3 balloons.","NA","Student"
"When you made a sale over x amount, you got the chance to pop someone elses balloon.","NA","Student"
"Once all three of your balloons were popped, you were out.","NA","Student"
"It was great, because people loved sneaking up behind others and popping balloons, but it also helped us sell a lot more tickets. 
","NA","Student"
"Me and a coworker were working together on a project, and we both had to be on the same page and achieve this shared vision by working together and making clear of what we both thought would work best for the job.
","TF","Student"
"Me and Matt would often debate what we thought was the best way to finish plots the fastest or do the most amount in a day. 
","NA","Student"
"Met deadlines 
","NA","Student"
"Michael and Melanie created content for the college on a regular basis, telling the stories of staff members and students.","NA","Student"
"Being able to tell the stories of individuals who share different beliefs, values, and goals is important for showcasing what each individual offers to Clemson.","NA","Student"
"They are strong communicators and leaders.
","NA","Student"
"Michael is the mentor for two UPIC interns, I do the graphics and Alyx does videography for the office.","NA","Student"
"At the beginning of the semester he did a good job of introducing us and helping us get to know each other better.","NA","Student"
"He is really good about recognizing our strengths and knowing what projects to give us. 
","STC","Student"
"Milking 
","NA","Student"
"Ministry leader Tammie Southerland knew how to pull out the talents in her staff and interns.","STF","Student"
"Tammie recognized the musical and teaching gifitngs of our administrator and gently called upon her to use them, pulling her just outside her comfort zone for the growth of the person and the ministry.","STF","Student"
"It was really neat to see.
","NA","Student"
"Monthly there was a one on one lunch with the mentor of the company to access my work and also the company's work with the internship.","IDK","Student"
"I provided valuable inputs to assist them in making changes for making the work of interns more efficient.
","STC","Student"
"Most of the time, I challenge employees to not sit still and to stay active.","NA","Student"
"Sometimes, I would break things on purpose just to see if the team could solve the issues.","IDK","Student"
"Other times, I would lead by example, always looking for things to do and never being complacent.
","TF","Student"
"Most of the work is done in the testing area and are done individually. 
","NA","Student"
"motivated technicians to help push to get a project completed.
","TC","Student"
"Mrs. Lisa constantly recognizes and capitalizes on the unique strengths of Patrick, an Engineering who works in the PEER/WISE study hall.
","IDK","Student"
"Much like with collaboration, I feel that I had to exhibit advanced leadership while tabling at Orientation as well.","NA","Student"
"Again, many employees had never tabled for an Orientation event and I had to empower them to achieve success in answering new student questions. 
","STF","Student"
"Multiple new employees starting working in the Study Abroad Office this semester and my mentor, Mandy Prorok, did a great job respecting their strengths as they began working together throughout the semester.
","STF","Student"
"My actual assignment during my internship was to be an assistant to the coordinator of outreach.","NA","Student"
"The coordinators job is to plan the outreach events from start to finish.","NA","Student"
"She takes the ideas of events and makes them into real events for the surrounding high schools.","NA","Student"
"As her assistant, I often filled in fo her when she could not be present, delegating tasks and creating dialogues with individuals from different departments to improve the programs for the future.
","IDK","Student"
"My advanced leadership skills came out during my internship when I worked at the One Clemson auction.","IDK","Student"
"This organization works to sponsor the UPIC internships through the athletic department.","NA","Student"
"By working with this event, thanking the sponsors, and showing them what these internships opportunities are giving me, together we pursue a shared vision of developing young students to get real work experience before graduating.
","STF","Student"
"My adviser was debugging a fault and immediately assigned emergency responsibilities to analyze various parameters responsible for the fault
","NA","Student"
"We were placed together because her program and my program (CISabroad) have very similar trips to Australia and New Zealand that allowed us to inform students on both our programs.","NA","Student"
"This also helped get other students thinking about studying abroad even if it wasn't through our two programs.
","NA","Student"
"My belief is that a leadership comes in many forms, and that everyone's definition of leadership varies.","NA","Student"
"Often people associate leadership with position, but in reality, that is not necessarily true.","TF","Student"
"Just because I serve as an intern, I can still demonstrate leadership qualities.","NA","Student"
"Several times this semester, I have been able to lead the group of interns in the office to achieve a common goal.","TC","Student"
"I served as the communications director for the Study Abroad Ambassadors, and through that position I was able to coordinate and execute a plan for the It's not too late to study abroad campaign.","STC","Student"
"By assigning individual action items for each team member and creating a check-off sheet for all of them to achieve those tasks let to a more productive work environment and a successful attempt to exceed our study abroad numbers from last spring.
","TC","Student"
"My biggest project, same as above, allowed me to work with a wide array of people with many backgrounds to come towards a common goal of putting forth communication about a new initiative on campus. 
","STF","Student"
"My boss always conducts meetings every Monday at 9:30 to review our goals for the previous week and discussing our goals for the upcoming week.","STC","Student"
"My boss created a committee of extension agents to see what they need from her.","NA","Student"
"They have quarterly meetings but they help give her feedback on how regulatory services can improve their relationship with Clemson extension 
","NA","Student"
"My boss does a very good job assigning projects to people based on their strengths and unique educational backgrounds while pushing them to always improve and broaden their capabilities.
","TF","Student"
"My boss gave me a task, and assigned me the responsibility of completing it with the other interns.","TC","Student"
"Instead of telling them what needs to be done, I tried to make a discussion in terms of how everyone thinks we should approach the assignment.","NA","Student"
"This helped everyone give their opinion on how they wanted to go about it, and we were able to get it done more efficiently.
","IDK","Student"
"My boss has a small committee of extension agents that she meets with 4 times a year.","NA","Student"
"They come together to discuss how Regulatory can work better with Extension. 
","NA","Student"
"My boss held weekly meetings and monthly one on one meetings to motivate our department to have a certain approval rate on our test reports to increase the efficiency and efficacy of our department 
","TC","Student"
"My boss helps with the College of Science student ambassadors and she developed a group of diverse students to help promote and enlighten people about the different majors college of science has to offer.","STF","Student"
"They all have the same goal to lead and bring in more students. 
","NA","Student"
"My boss is a good leader and understands peoples backgrounds and how they work.","IDK","Student"
"Some of the people in my department work better alone","NA","Student"
"so he is understanding and allows them to go work where they are most productive.
","STF","Student"
"My boss is in charge of the student ambassadors.","NA","Student"
"They help the college of science out by being mentors, helping with orientations, being a voice for the student body and many other small tasks.","IDK","Student"
"I saw my mentor, Harolynn, lead these students to all understand the goal they are trying to achieve.","STF","Student"
"I have watched her and even helped her develop the student ambassadors and the different things they would be doing this semester. 
","STF","Student"
"My boss Lisa Jackson has shown me the path to being great mentor by just the way she treats the ones around the office. 
","NA","Student"
"My boss often headed projects and was good at communicating what needed to be done.
","IDK","Student"
"My boss Rosie is an incredible leaders, she handles the business development side of Trinity Sport.","IDK","Student"
"This includes camps, bookings, social media, promotions, and membership","NA","Student"
"so she has lots to look after.","NA","Student"
"She has a team of employees and interns that she is responsible for and does a wonderful job empowering each of us and delegating work efficiently and smartly.","TC","Student"
"I have been watching her keenly to learn from her leadership skills each time we have a team project. 
","IDK","Student"
"My boss was having a hard time developing the pesticide license exam and she called in an inspector and I got to see them first hand work together.","NA","Student"
"They used their backgrounds to build an exam that would cover the important topics and make it moderately challenging.
","NA","Student"
"My boss would give me a list of chores that needed to be done before we left work and it was my job to split people up and make sure everything got done in a timely manner 
","TC","Student"
"My boss, being a German-American, often had to recognize and respect the unique strengths of individuals from all backgrounds.
","STF","Student"
"My boss, Joe, noticed the innate differences between his two UPIC interns and gave us projects that would allow us to flourish as designers.","NA","Student"
"For example, he gave me jobs requiring illustration and graphic design, and gave my coworker Ethan projects that required extreme precision, organization, and record-keeping.
","NA","Student"
"My boss, Lax, continually opens the dialogue between employees and capitalizes on their great qualities and strengths in front of others and in groups to open up possibilities for overlap in employees working on projects together. 
","STF","Student"
"My current mentor is new and she did a very good job transitioning in and getting to know all of us well so that we may work efficiently and comfortably together. 
","STC","Student"
"My department works with a company TransVoyant, to foresee exactly what shipments there are flying to South Africa and China.","NA","Student"
"I was fortunate to build a relationship with TransVoyant and work out problems on both sides to form a better partnership.
","IDK","Student"
"My direct report was Tina Homer, a guardianship clerk.","STC","Student"
"She directed all of the interns during various projects in order to improve the efficiency of the probate court. 
","STC","Student"
"My entire internship centered around my ability to encourage discussion among individuals (mainly professors).","STF","Student"
"One particular story that pertains to this interview question is my meeting with Dr. Rajedra Bordia (professor and chair of the materials science and engineering department) at the beginning of the semester.","NA","Student"
"I explained to him my intentions of getting the entire department involved in the updating of content on the website and he agreed that this would be the most effective way of creating a better webpage for the department.","STF","Student"
"After our meeting, he sent out an email to every professor in the department asking if anyone had relevant content or suggestions on how to make the website better as well as my contact information.","NA","Student"
"This created a platform for professors and other members of the department to get in contact with me to voice their opinions and communicate relevant information. 
","NA","Student"
"My entire UPIC Magazine project was based on impressing the main stakeholders  UPIC administration and the university.","NA","Student"
"Throughout the project, I had to constantly keep in contact and update UPIC administrators on the progress of the project and make sure that what we were doing was in line with their vision.
","STF","Student"
"My experience with ARCADIS taught me that anyone could be a leader.","NA","Student"
"The responsibility I was given strengthened my self-confidence and improved the quality of my output.","NA","Student"
"That response made me a better team member and a better worker in all aspects of my life.
","NA","Student"
"-My first semester as an intern -Didnt really have any leadership responsibilities -Just getting to know the people and the facility and how things are run 
","NA","Student"
"My host/supervisor in the company is the team lead for this project and I observed how he coordinated with full time employees and other interns in order to combine all the individual knowledge, skills, background and tasks in such a way that in totality the project turns out to be a success. 
","STF","Student"
"My interns and I were assigned a film that we needed to each review and give feedback/coverage on.","NA","Student"
"I encouraged all of us to each watch it and make notes and then we would return the next day and have a full discussion about the film and truly flesh out everything we could.","STF","Student"
"After, we would compile our concrete findings into a presentation for our boss to then pass on to the client.","NA","Student"
"It was important that we all took it seriously and gave useful feedback.","NA","Student"
"We were able to create something we were all proud of and succeeded in our goal of making something we were all proud of a in a truly collaborative way.","TF","Student"
"We now do this with all of our screenings to get the most effective feedback. 
","NA","Student"
"My internship did not allow me much leadership opportunity because of the intricate hierarchy of the company; however, the leaders at Disney are amazing at creating magic every day for guests of all different backgrounds.","STC","Student"
"I have seen very angry guests speak to my managers and by the end of the conversation they are happy guests once again.","STF","Student"
"My leaders capitalize on all of the strengths of my coworkers to help the restaurant flow smoothly, but also capitalize on the strengths of the guests to make them feel like winners as well.
","IDK","Student"
"My internship did not entail a lot of leadership roles, however, I was very lucky to be able to work alongside many great leaders throughout my time at IPTAY.","NA","Student"
"One great example would be our CEO, Davis Babb.","NA","Student"
"Most of my interactions with Mr. Babb came from our Monday morning staff meetings.","NA","Student"
"He was very effective in making sure that every voice in the room was heard (including mine), and took viewpoints from all different departments and backgrounds and into consideration when any kind of debate was going on.","TC","Student"
"He always had a way of asking the right questions to get the most out of an idea or a topic, and knew how to balance differing opinions in order to reach the best possible conclusion for the group.
","IDK","Student"
"My internship was all online","NA","Student"
"so I did not see much leadership or discussion.","NA","Student"
"My mentor was very supportive for me.
","STF","Student"
"My internship was based less in sharing ideas than in completing tasks as necessary.","TC","Student"
"Our shared vision was to promote the University, and we had to do that in every aspect of our job.","STF","Student"
"Occasionally that goal was hard to achieve.","NA","Student"
"For instance, we had to run a story about the director of parking services, and we had to debate whether or not to portray him in a good light (leaving out the outrage over parking on campus), or to be honest about the way that parking services needs to improve to meet the needs of students and faculty.","IDK","Student"
"This discussion had to be open and everyone had to share their views.","TC","Student"
"In the end, honesty won out. 
","NA","Student"
"My job here was usually a one man job if I was not collaborating with other groups.","NA","Student"
"In collaboration, leadership was required to get the job done and make sure I that what I am creating is what they want. 
","STC","Student"
"My leadership skills have improved greatly over the past semester.","NA","Student"
"I have become more confident with corrective action.","TC","Student"
"I was able to talk to students and let them know what mistakes they have made","NA","Student"
"and I was able to avoid conflict.
","NA","Student"
"My leadership skills were definitely enhanced because I had to learn how to be a better example since I was one of the top managers.","STC","Student"
"I also had to learn how to be assertive in instances when another person was not abiding by our policies.
","NA","Student"
"My leadership wasn't showcased necessarily in a group setting, considering we never had group projects with other coworkers.","NA","Student"
"My leadership was more showcased in my ability to be reliable and communicate.","STC","Student"
"Getting assignments done in a timely manner and communicating updates frequently.
","TC","Student"
"My manager (Rory Marsoun) showed exceptional leadership skills during the course of this internship.","NA","Student"
"He discussed my strengths and areas of improvement with me during review.","IDK","Student"
"He also pro-actively asked me to think of projects that I would like to pursue for my interest.
","NA","Student"
"My manager and I were constantly discussing ways to improve the office environment and its organization to best suit the needs of our employees.","NA","Student"
"I was very attentive of everyone's behavior and habits, so that I could come up with improvements.","STF","Student"
"Then, we would collaborate with one another to come up with the best solution. 
","TF","Student"
"My manager grouped me and 2 other interns together for the locker project and helped us lay out a plan to create a functioning demo.","STF","Student"
"My manager lead her team in discussions about hiring another intern for the next semester.","STC","Student"
"Some people in the group had differing opinions on who they should hire.","NA","Student"
"My manager took everyones opinions seriously and discussed each candidates merits.","STF","Student"
"She eventually led them to a consensus and selected the intern to hire for next semester. 
","IDK","Student"
"My manager often had to instruct coworkers and me on what to do if he had to step away.","NA","Student"
"He had to be clear so that we knew what to do. 
","STC","Student"
"My mentees usually look to me to act as their leader when we're all together. 
","STC","Student"
"My mentor allowed me to take a lead intern role this summer","NA","Student"
"so I was able to help both my team and my mentor accomplish group assignments or personal assignments we were given. 
","TC","Student"
"My mentor and I communicated with the alumni association prior to the 100th anniversary in order to get ideas from them for our banners.","STC","Student"
"We contributed our ideas, and I contributed mine and was open to change.","NA","Student"
"My mentor and I started the summer with 1:1 meetings every week and we more recently started including one of the graduate assistants (whom I've worked and communicated with most after my mentor) in our weekly meetings.","NA","Student"
"In these meetings, my mentor is able to lead the meeting very well by opening with questions about our lives as a little warm-up, and she asks individual questions referencing specific things that she remembers about each of us.","STF","Student"
"My mentor assigned individual tasks to all the interns so that we could complete projects as efficiently as possible.
","TC","Student"
"My mentor constantly provided this positive feedback for me in my internship
","IDK","Student"
"My mentor definitely exhibited leadership throughout this semester by being able to lead our AOD team in the incentives push for the NCHA.","TC","Student"
"Each of us had a significant role to play because we each had numerous connections.","NA","Student"
"She effectively delegated tasks to us to do.
","STC","Student"
"My mentor demonstrated this in how he handled all of the interns.","NA","Student"
"Everyone was treated equal, and was able to be themselves and provide their own unique work. 
","NA","Student"
"MY MENTOR GAVE ME THAT FEEDBACK","NA","Student"
"TOWARDS THE END OF THE INTERN","NA","Student"
"AND I LOOK","NA","Student"
"FORWARD TO IMPROVE.
","NA","Student"
"My mentor had asked me to begin a layout for the Watt Center Annual Report, and we went back and forth with different ideas we had for color templates and infographics.","NA","Student"
"I continually asked for feedback from her and from my other co-workers and encouraged them to contribute ideas as well so I could achieve a cohesive design that pleased everyone. 
","TF","Student"
"My mentor has always called out great work done by her coworkers.","IDK","Student"
"They all praise each other and support one another. 
","NA","Student"
"My mentor has once take me a meeting with clients to talk about requirements and specifications for the website they need.","NA","Student"
"The clients often have an idea of what they want and the theme of what it should be.","NA","Student"
"However they also do not understand exactly the technology and difficulty needed to design what they want.","NA","Student"
"The mentor need to guide the clients on what we can or cannot do while trying to follow their requirements the best he can.
","STC","Student"
"My mentor has to accommodate different views for all of his work, since people from each of the departments in the College of Science have different visions for flyers, etc.
","STF","Student"
"My mentor is a great leader and made sure all her interns, Morgan and I, worked together making training videos by filming and delivering the best message to the new employees.
","STF","Student"
"My mentor is a very effective leader, and one of the methods which he best leverages is using peoples's unique strengths.","IDK","Student"
"When I was working on collaborative code with a partner, my mentor made sure that each of us were doing things that we were best suited to do.","IDK","Student"
"I, for example, was assigned to a part of the project which focused on reading in data and modifying it, whereas my partner was focused on code that analyzes the text data that I organize.
","STC","Student"
"My mentor is at the heart of the entire design team and she is responsible for the planning of the entire hospital design.","NA","Student"
"When we have any questions about the function of the building's plan, she will communicate with us in a timely manner, and we will discuss the work of the past week and the work we need to do next week in each weekly team meeting.
","TC","Student"
"My mentor is especially good at capitalizing on my strengths and recognizing things that I should work on.","TF","Student"
"She has given me several tasks she knew I could do but would challenge me.","STC","Student"
"Melissa, the director, has also been able to capitalize on my strength of having an artistic eye and being a perfectionist.","IDK","Student"
"Whenever she is creating marketing material, she asks me to look at it and make adjustments to format, colors, fonts, arrangement, text, etc. 
","NA","Student"
"My mentor is good at seeing people's strengths and weaknesses and putting them in a position they excel in rather than struggle.
","TF","Student"
"My mentor is involved in managing several enterprises so he was often out at other businesses or in meetings.","NA","Student"
"Due to this I sometimes assisted staff on the retail floor by interacting with customers and answering inquiries.","NA","Student"
"During one of these days I noticed that the layout of our travel section, sunhats, hydration section, and socks were not organized efficiently.","NA","Student"
"Myself and two other staff members moved the stock around to make it easier for customers to find the travel and hydration offerings due to them being popular and a large source of revenue.","NA","Student"
