"Labeled Data","Final Label","Dataset Name"
"For the Rhondda Thomas project, I gathered my team members together to discuss ideas surrounding the Book of Names and the spring event.","NA","Student"
"My coworkers were respectful yet still were not afraid to offer suggestions for improvement, which was great.","STF","Student"
"I talked about both the pros and cons of my idea and asked for feedback.","STF","Student"
"A huge part of working with teams is to share different points of views and hear each other out.","STF","Student"
"For the Lever Hall of Fame, all the other interns and staff met to discuss roles and what had to be done.","NA","Student"
"This helped me to understand the problem they face regularly and think about how to overcome them.","STC","Student"
"This was a good strategy to make sure everyone was on the same page and give them a little motivation to help me complete my job.","STF","Student"
"This was hard to do as not all the team members were on board with what my company was doing, and they did not necessarily want to do an extra task.","STC","Student"
"I made sure everyone got a chance to give their different ideas and opinions on all the ideas stated.","STF","Student"
"For the festivals I helped with, we needed ideas for things to hand out and things to do at the festival for the everyone.","NA","Student"
"Everyone got to give their opinions and comments, and we came up with good ideas.
","NA","Student"
"For the festivals I helped put together, I and others had to come up with ideas for things to hand out.","NA","Student"
"Many people from different backgrounds were present and talked about their many ongoing projects to better the festival.
","NA","Student"
"I was able to give my 2 cents on where I believed we should install the ice maker based on the utilities that I could see.","NA","Student"
"We were trying to determine the best location for this ice maker in one of the labs so that we could easily access the water and electrical lines.","NA","Student"
"we needed to install a new ice maker.","NA","Student"
"For one small project we were working on","NA","Student"
"To advertise the tool, I explained the benefit that the tool would reduce the amount of analysis my team members would have to do offline.","NA","Student"
"I then divided the jobs among our group so that we could get everything done efficiently based on each person's skills.
","TC","Student"
", I had a meeting with my client and with a few people from our operations staff.","NA","Student"
"I was able to communicate different resources, opportunities, and my own experiences to help them begin to achieve that goal at their time here at Clemson.
","IDK","Student"
"Then based on these discussions, we came to an agreement on the best way to proceed. 
","IDK","Student"
"I collaborated with others and brought them into my project to give me their opinions on how we should develop the campaign to achieve our common goal of recruiting more Ag Ed students.","TF","Student"
"For this meeting, we all shared our different ideas which were respected and discussed.
","NA","Student"
"For my internship, I used leadership skills when I helped lead a meeting between two full-time members and another intern to go over my project and the next steps looking at the requirements of the task and draw out an agreed upon solution.","NA","Student"
"This involved a great deal of leadership since there was not ever a supervisor to watch over me.","STC","Student"
"For most the time I was responsible for closing the WATT center IT department.","NA","Student"
"For a social media campaign, I asked different individuals in the office what they were grateful for so we could showcase the real people behind Clemson Parking and Transportation Services.
","NA","Student"
"We benefited from their strengths.
","IDK","Student"
"For a project that had some problems, we had some people who worked at Prettl Germany who specialized in PCBs and Electric components to help guide us and share their knowledge and expertise with us.","STF","Student"
"This allowed me to hear many different opinions in order to reach the goal of finding the best visual representation of information.
","NA","Student"
"This helps to broaden our horizon and think about how different people may use the site in different ways. 
","NA","Student"
"1 intern was set on labeling cables, 1 was set on running them, and 1 was set on implementing the hardware.","NA","Student"
"I learned 3D modeling because of this and others learned Arduino programming from me. ","NA","Student"
"Some of us are better at 3D modeling, while others are better at Illustrator.","NA","Student"
"He also understood that I am learning and often pointed me in a good starting direction.","STF","Student"
"Everyone in the lab group is working on the same projects, but we all work on different sub projects.","NA","Student"
"During my internship I was consistently working with clients because the firm recognized that I have good social skills.","NA","Student"
"I have a meeting in which we discuss the model and have to agree on what the next steps will be. 
","STC","Student"
"Every week.","NA","Student"
"During each of these labs, Dr. Tharayil would always encourage everyone to speak up and say whatever was on their minds, and he always encouraged cooperation.
","TF","Student"
"Every week, all of the members of the lab would gather for a lab meeting in which the lab members would share the data they had gathered and ask each other for advice and share information.","NA","Student"
"One of our ideas was to incorporate small bags for several small 3d printed parts so that they don't get lost and/or missing.","NA","Student"
"If it was, a committee would be formed and the members of said committee would be responsible for executing the solution.","STC","Student"
"Every week we would have meetings to discuss updates on the Makerspace operations but also ideas and solutions to making the Makerspace operate more efficiently.","NA","Student"
"I think I learned leadership skills by helping lead these weekly meetings. 
","NA","Student"
"Every week we had a meeting with Dr.","NA","Student"
"As a leader, I had to empower students to be successful during their bridge year in order to reach their goal of bridging to Clemson next fall. 
","TF","Student"
"Every week my fellow interns and I would host Be Brilliant workshops.","NA","Student"
"Every week for my internship, we met as a team and talked about our different projects.","NA","Student"
"I was given the award one week and got to choose the next recipient of the award.","TC","Student"
"Every Tuesday we would have the social media meeting in which the videographers would meet with the social media team and we would discuss content.","NA","Student"
"Every day i see these employees assign different interns to different tasks so that all the tasks are completed on time.","TC","Student"
"Through this process, I receive a lot of different feedback to make the best product possible.
","TC","Student"
"or I detail my design project, and I ask for a second level of feedback.","IDK","Student"
"After receiving feedback from my team, I send it to my client.","NA","Student"
"Every time I complete a design project, I send it to multiple people on the team and ask them if they have any thoughts on how it could be improved.","NA","Student"
"This included feedback on our new training model.","NA","Student"
"The previous meeting we had, we were able to ask for suggestions from the staff.","NA","Student"
"Every semester we have an area meeting.","NA","Student"
"Most notably was the development of the magnetically damped check valve, where valve experts worked with magnetic experts, machining experts and testing experts.
","NA","Student"
"It was great to be able to share what I've been working on and receive feedback from the others about what needed to be fixed or improved upon. 
","NA","Student"
"During these meetings, I actively participated and offered my opinions and attempted to speak for the student population.","NA","Student"
"I address all issues in the shop with equipment and safety and assemble somewhat of a shopping list of goals and items to better the shop by the next meeting.","STC","Student"
"We all had to lead discussions related to which events the University would cover that week and how we would cover them. 
","NA","Student"
"On each of these days I see our outbound manager motivating his team and the inbound team towards reaching their extra potential by sharing hourly progress and milestones and thus motivating them more.
","STF","Student"
"Every monday at our Distribution center is the busiest day for the oubound team and every thursday is the busiest day for the inbound team.","NA","Student"
"Every meeting there are decisions that need to be taken.","NA","Student"
"These questions never have one correct answer, and when everyone adds their own opinion on the matter, we all can reach a common goal in writing the rule or procedure for the certain safety topic.
","STF","Student"
"In this way the individual goals of the group became a common goal that we were all helping each other with.
","STF","Student"
"However, as the summer went on, I came to realize the value in sharing during these meetings and just hearing what others had to say, because the different viewpoints almost always were helpful.","NA","Student"
"Every Friday my group had team meetings in which we would go over our work since the last week, as well as ongoing assignments.","NA","Student"
"Overall, it seemed that everyone had a great deal of understanding for what their job entailed and the supervisor rarely had to tell them what to do.
","TC","Student"
"Every day our mentor would give us our tasks for the day, and she would base those tasks off of what was everyone's strengths. 
","STC","Student"
"Every day I worked with two other interns from other schools and coordinated our schedules and projects we were working on
","NA","Student"
"Eric showed a lot of leadership when we were hiring a new employee.","NA","Student"
"Emails again
","NA","Student"
"Earlier, in the semester, a guest speaker came to Clemson and two of my fellow interns and I had to produce two highlight videos about it for the Clemson social media channels.","NA","Student"
"Earlier this semester, I decided to rework how i organized photos on my computer.","NA","Student"
"Seeing the coach use a single phrase to lead the team to an overall goal for that week was excellent observation of accomplishing a shared goal. 
","TF","Student"
"He evaluates the team's performance at the game the weekend before and evaluates the strengths in our opponent and creates a theme to empower the team.","TF","Student"
"When there was a project that was very photo heavy, I took the lead on it and worked with other departments (video, social media, writing) to produce the best possible content for the social media team. 
","NA","Student"
"Each week I attended a meeting with the social media team where we planned the social media postings for the upcoming week(s).","NA","Student"
"I often make suggestions and ask feedback questions here to get verbal responses and attempt to reach a solution that includes multiple ideas.
","NA","Student"
"Each time we meet for our social media meeting, we are able to have face-to-face discussion on how to execute our upcoming content.","NA","Student"
"Each Thursday my mentor and his boss have a meeting to discuss current projects and future strategy.","STC","Student"
"I feel like this falls under the Awareness in the leadership category because she had to know the strengths of each individual to know where to properly place them in order to have a successful event.
","STC","Student"
"Each semester we are required to lead our team meeting in discussion where we assign articles to read and give a presentation to the group. 
","NA","Student"
"Each semester our mentor helps us each develop individual learning goals and uses each of these together alongside our individual strengths to make the pressroom operate more smoothly. 
","STF","Student"
"He would set a few workers in groups together and would write down the job to be done.","STC","Student"
"Each morning, my supervisor would write out a task for each worker on a white board.","TC","Student"
"Each member of the SAD team is in their respective position because their talents and passions are being capitalized on.","IDK","Student"
"The team I intern with is very collaborative in that while their are supervisors, a whole initiative and project would not be completed without the work and dedication of the whole team.","NA","Student"
"We announce if its anyones birthday, ask if anyone has something fun planned for the weekend, and have a joke of the day.","NA","Student"
"During WOW Jr. I had to encourage the students to form answers on the topics we discussed to ensure they were actively learning. 
","STF","Student"
"I was able to show these girls that it is empowering to be a women in a STEM even though more likely than not you will be in the minority.","STF","Student"
"During WISE Choice day, a day that showcase WISE and its offerings to senior high school girls I felt that I was able to serve as a leader.","NA","Student"
"Meeting shared goals and clarifying the vision was a satisfying responsibility.
","TF","Student"
"With this job function, I was able to review monthly goals and find where the team most needed to apply efforts in order to satisfy deadlines.","TC","Student"
"During weekly meetings with the Transfer Agency, I was delegated the responsibility of recording the minutes.","STC","Student"
"A few times it was my idea that was the solution","NA","Student"
"During weekly lab meetings, my lab mates and Dr. Alper would sit with me and we would bounce ideas, problems, and solutions, off of one another so that we could see the problems from all angles.","NA","Student"
"This caused use to be able to openly discuss the magazine as a whole, and let the writers have a say in the design, and the designers even have a say in how some of the articles were written.","NA","Student"
"I would ask them their opinions on these things, so they could feel freer to open up about their ideas.","TF","Student"
"During trials I would take the lead when people had questions about the lab or about our roles in the lab.
","STC","Student"
"I would help facilitate these conversations and partake in them as I am a transfer student myself. 
","NA","Student"
"We tell them that we value all they have to say
","TF","Student"
"We talked about the best way to divide work to be the most effective.","IDK","Student"
"During this internship, the group of students that I work with all have the same goal and vision of becoming more connected with their 8 dimensions of wellness.","TF","Student"
"During these two weeks, my mentor is out for vacation, so I'm in charge of the entire Mail UX research.","STC","Student"
"I found the other individuals' feedbacks extremely constructive and helpful.
","NA","Student"
"During the weekly meetings between interns and our supervisor I had the chance to discuss different solutions for the projects I was working on.","NA","Student"
"During the weekends, it is very easy for the counselors to get tired and want to just watch campers do the activities.","NA","Student"
"This leadership helped the data collection be split as evenly as possible between the interns and herself, and also allowed the data to be collected in a reasonable time manner.
","IDK","Student"
"This way, more dialogue was created, and we were all able to come together and agree on an effective layout for that book.
","STC","Student"
"In the group, I found that just speaking up was in itself a form of leadership because it then encouraged more dialogue from my team members, including a newer team member that just got to Clemson the week before.","TF","Student"
"During the UPIC Magazine Project, I helped put together the idea of having specific jobs for each person on the project, like me being the head reporter position. 
","STC","Student"
"Lisa always made sure recognize my strengths and give me encouragement about my work. 
","TF","Student"
"During the team meetings, I saw the staff bounce of the strengths of each other constantly.","NA","Student"
"I saw them learn, share their stories and assessed them in their knowledge that led to an increased group knowledge of nutrition and the passion to serve children the most nutritious food as possible.
","NA","Student"
"Seeing them throw out different ideas and discuss the pros and cons of each to determine which one would work best showed me that I had chosen an effective route to introduce them to the kind of research that is done in the facility.
","NA","Student"
"Some of the experiments we had them do involved analyzing different samples to find certain qualities and characteristics.","NA","Student"
"I asked each individual student if they were enjoying camp and making sure that they were listening to their counselors and taking them to class.","STF","Student"
"Instead of failing the pipe section, we communicated together that flushing the system could possibly solve the issue.","NA","Student"
"We also were able to promote safe sex, and overall well being. 
","STF","Student"
"Through being a staff member, each of us learned to help one another out in the role of a staff member, as we Also encouraged one another to do well in their roll as a mentor/staff member and student. 
","TF","Student"
"An example is that they were looking at water bottles, pencils, other small items to give to the kids as gifts at the end of the day.","NA","Student"
"I was able to attend one of the meetings where they discussed what they would do for the opening keynote and swag for the kids to take home.","NA","Student"
"The event was to connect to 7th and 8th-grade students in schools around Clemson to teach them more about agriculture and animals.","NA","Student"
"and then I left her with the task to go complete another project I was working on.","TC","Student"
"During the semester I trained new interns on fundamental tasks around the office.","STC","Student"
"In the end we had a final product that we were all proud of and I was able to present this work to meet the expectations of the senior employees at the OISP.
","TC","Student"
"During the resume blitz week, I watched my supervisor Alex exhibit excellent leadership skills by delegating responsibility but also accepting suggestions from other staff on how to run the event and make things run more efficiently. 
","STC","Student"
"The goal was to gain footing in these schools, and she built a specific group that would best help her do that. 
","STC","Student"
"During the regional staff meeting that I attended, my supervisor created a group in order to help us access schools that need extra professional development training.","NA","Student"
"During the proposal project I had to encourage another coworker to trust in her writing skills to help me do a part of the proposal in which I wasn't as informed as her.","TF","Student"
"For this discussion I gave my input and encouraged other to share theirs.
","STF","Student"
"Sydnie (the marketing assistant) had worked at a different arena in Rhode Island and had a unique perspective to offer on ideas that we would not have had without her. 
","NA","Student"
"It was great to see how he encourage participation from everyone and how some of these jobs were assigned. 
","STF","Student"
"I felt that the meeting went out very successful.","NA","Student"
"In the meeting, the department supervisor would first summarize the accomplishments of the department during the previous month.","NA","Student"
"During the internship, we had monthly department meeting chaired by our department manager.","NA","Student"
"During the internship, we also have another event called hackathon, which is a one-day programming with a team to design a product or a prototype.","NA","Student"
"I had to depend on them for pictures, biographies, and design elements, while they had to depend on me for the technology role. 
","NA","Student"
"During this time, Campus Banner and Design needed their team web page updated.","NA","Student"
"I in the technology department, all responsibility fell upon me.","NA","Student"
"During the internship, my mentor had to leave for two weeks to India.","NA","Student"
"During the internship project I encouraged the other members to explore their designs so that we could come up with the best possible solution.
","STF","Student"
"During the internship I was helping out with the CI class, the students had to develop a final product for the end of the semester.","NA","Student"
"During the internship I was always eager to get those around me engaged in conversation.","NA","Student"
"While working with the other interns and student workers within the Deans office, I always attempted to create an open environment between us to discuss various topics related to our own lives, marketing in general, and projects we were working on. 
","TF","Student"
"During the intern meeting, I suggested that we should do a postcard campaign to try to increase student yield.","STF","Student"
"They usually meet their goals and if they don't, I work with them on how to achieve them next time. 
","TC","Student"
"Then as power decreased, relevance and influence naturally decreased as well.","NA","Student"
"Communication was key during that week to make sure that the associates were taken care of and the team knew what was going on. 
","STF","Student"
"During the EY tax event, my supervisor had to keep the team from stressing when some problems arose with scheduling.","STC","Student"
"During the design of braking system, I frequently started discussions with my subsystem team to factor in their experience and ideas. 
","STF","Student"
"During the course of my internship, there were many times where discussion was encouraged, especially during the pre-production phase of projects.","TF","Student"
"I talked to the maintenance technicians who fixed the various issues on the machine , the line Engineer who designs the processes for the line, the Original Equipment Manufacturer who sold the machining equipment to ZF Transmissions to understand why certain aspects of the machine was designed the way it was.","NA","Student"
"During the course of my internship, I conducted a Root Cause Analysis of a machining equipment.","NA","Student"
"During the competitions, I was in charge of my group of people in order to complete the Horse Bowl competition.
","TC","Student"
"During the C34, my coworker Carolyn really stepped up and took charge when others in the group may have let their work slide, and we ended up with a really positive outcome for the group as a whole, which everyone attributed to her excellent leadership. ","TC","Student"
"During the AFP National Philanthropy Day 2017 I felt a sense of leadership as I was in charge of paying attention to the Run of Show script and advancing the slides as well as helping Bethany set up the audio, video and monitors at the actual event.","NA","Student"
"During team projects and around the work place, there is always a constant discussion to share points of view on issues and tasks.","IDK","Student"
"I felt that through this experience I was able to make the positive and lasting effect in my position as a WISE mentor.
","TF","Student"
"During STEM day, a day that showcased PEER/WISE and its offerings to middle school students I felt that I was able to serve as a leader.","NA","Student"
"To develop these work plans i encouraged the labor and foreman to give there ideas and inputs to develop a work plan. 
","STF","Student"
"Once the project was accomplished, we presented our findings to senior management.
","STC","Student"
"During our work org class, I lead our team to complete a project within the plant.","NA","Student"
"During our weekly rec rides where I had volunteers assist me
","NA","Student"
"Also, I worked as a representative of the team working in the night shift.","NA","Student"
"During our weekly meetings, I always asked the operators to present their views on the previous week's performance reports so that the supervisors could understand the actions needed.","STC","Student"
"During our weekly meetings I used to observe our supervisor gives the same amount of time and right to everyone in the team to express her/his thoughts about different topics and concerns.","STC","Student"
"Our mentor looks at what skills we have and gives us projects that improves our skills and gives us the opportunities to gain new skills.
","TF","Student"
"Most mentors including myself would often try to apply situations the student is already familiar with to whatever topic they had to write about in english and this helped them to realize that they already had most of the knowledge to complete their assignments. 
","NA","Student"
"During our weekly group meetings mentees would often come to us saying that they can't handle a certain class because it was never their strongest area in high school (mostly heard this about english class).","NA","Student"
"We sat down with the operation leads in Hall 50 to optimize our meetings as they never spend more than 30 minutes in escalation meetings.","NA","Student"
"My supervisor, was very well experienced in such trips and perfectly distributed based on individual driving experience and the work knowledge.","NA","Student"
"During our semester long project, the interns each had a different background and mindset in going about working on the presentation.","NA","Student"
"I always tried to encourage discussion with the audience during the presentations as well","NA","Student"
"To better facilitate the ideas of everyone in the group I offered to write down the key points from each meeting and send follow-up emails.
","STF","Student"
"During our intern group project, I took on a leadership role.","NA","Student"
"During our hackathon project, since the project demanded expertise in frontend development( my current scope in the internship ), I could help complete the project in a week by expressing my views.
","STF","Student"
"This required me to utilize communication and leadership to bring large groups of students together for work presentation. 
","TF","Student"
"During one project for my internship, I organized the collection of 1,000s of student's work into a portfolio for presentation.","NA","Student"
"During one of our team meetings I prompted the group to share their opinions of a collection system design I drafted in order to see from their points of view.","IDK","Student"
"He was recognizing the strengths of each team member and knew exactly who has the strongest skills to overcome each hurdles they had encountered on their path to deliver the project to the customer.
","IDK","Student"
"This allowed them to come to a consensus about the best course of action, and allowed them to discuss their ideas openly.
","STF","Student"
"In order to accomplish our task, which was a design challenge, I asked questions to get the kids to express their views about how they should tackle the challenge.","STF","Student"
"It was a fun way to inspire different forms of communication and different view points. 
","STF","Student"
"During one of our intern meetings, our supervisors told us that we were about one hundred students short of making the quota that had been set for students going abroad this summer, based off of last year's reports.","STC","Student"
"During one of our first group meetings our topic was how to study.","NA","Student"
"I learned a lot from him in regards to project management and how to lead everyone towards an end goal. 
","STC","Student"
"During one of my projects here that was about work sampling and had to have a very clear project timeline and scope.","NA","Student"
"I brought up a variety of ideas such as asking about other job fairs, and giving a list of things that I can work on next semester that would really benefit the center such as pop ins and collaboration with clubs and organizations. 
","NA","Student"
"During my time in the accelerator, I worked alongside other UPIC interns and while discussing a recent problem, I lead the group in coming to a conclusion for how to fix it and also how to make sure everyone's option was represented. 
","IDK","Student"
"My mentor had to assume a lot of responsibility while all this was going on, and he utilized all the interns to help him get done what he needed to get done.","TC","Student"
"During my time in the Abroad Office, we have people change positions, leave the office for a new job, go on maternity leave, and we have had new employees begin working.","NA","Student"
"He treats his staff almost as equals.
","STF","Student"
"He lets them know what work has to be done and then he works with them as well to ensure that the event for the next day runs smoothly.","STC","Student"
"I did not feel as tho I was an intern but more of a real colleague. 
","NA","Student"
"Whatever projects or ideas that came up they were very open and willing to listen to my ideas.","NA","Student"
"For example during the purchasing of the wall, the financial department had to work along with my department, but during installation the IT department was in charge. 
","NA","Student"
"Through watching them do this, I got to see how different people from different departments had a leadership role during different times.","NA","Student"
"For example, I did a segment on the difference in organic and regular eggs.
","NA","Student"
"After that went well, I was asked to write other important communications and transaction press releases to investors. 
","NA","Student"
"During my time at Azalea Capital, we acquired a company after many months of work.","NA","Student"
"During my time as the wellness intern, I have been able to empower the students to achieve their vision of becoming overall 'well' while here at Clemson.","TF","Student"
"I was able to have everybody participate in activities to reach our collective goal and push toward CORE's goal of bettering the area that we visited. 
","TF","Student"
"During my program, I suggested to top-level management on how to improve Disney's luggage transfer process that helped increase efficiency and ease for the guests electing to use the complimentary program.
","STC","Student"
"During my meetings with other interns and Communication Directors in other departments, I had to facilitate discussion to achieve a common goal.","STC","Student"
"While working together, I would continuously ask if they had any ideas or anything to contribute when it seemed to be quiet in the discussion. 
","NA","Student"
"During my intership, I had the opportunity to work with a few other interns.","NA","Student"
"I shared an idea I had and then took advice how to tweak it, and then completed it in time to post on the appropriate date.
","TC","Student"
"We would each share our idea and then brainstorm off of them.","NA","Student"
"I have helped to faciliate these conversations.
","IDK","Student"
"Everyone has been able to share their opinions on how the office has been running, offer suggestions for how to fix it, and go over the correct procedures.","TC","Student"
"The article was very well received which made me feel really good about the work we had been able to do. 
","NA","Student"
"I published the article on LinkedIn where our program supporters were able to read it and give feedback.","NA","Student"
"We spent time explaining our vision so that we could get it properly installed.","IDK","Student"
"For some unknown reason, the caps that allow the machine to be opened and closed for chlorine installation blew up in the middle of the night.","NA","Student"
"During these meetings, we had great discussion about how we can involve transfer students on campus and make them feel like they have a home at Clemson.","NA","Student"
"I observed her building relationships with her employees.","STF","Student"
"I was able to utilize my role as an intern by discussing my job in pulling W-2s.","NA","Student"
"As a new set of eyes, I was able to provide a different viewpoint to those who have certain opinions.","NA","Student"
"I emailed back and forth with one of the interns of this space, and set up a meeting between our groups to discuss this technology.","NA","Student"
"During my internship, one of the tasks I was assigned was to investigate 3D scanning physical objects and people so that was could interact with them in virtual reality.","TC","Student"
"She liked the idea and then we were actually able to put it into action and purchase the bags.
","NA","Student"
"Once I told her this, she capitalized on my unique ability by asking me to come up with a new way to market the career center.","STF","Student"
"For instance, I told her that I am good at coming up with new marketing ideas.","NA","Student"
"My supervisor is in charge of the drive sim lab, and so I was frequently part of meetings in which she reviewed what each member of the sim lab was working on and offered suggestions and tasked members of the sim lab with different tasks that fit with what they were working on and what their research focused on. 
","IDK","Student"
"During my internship, I worked in the driving simulator laboratory.","NA","Student"
"Although somewhat personal, it's still clear that each person has their talents, and this internship has helped me realize the benefits of seeking others' expertise rather than trying to do it all yourself.
","NA","Student"
"On a different note, my supervisor is very familiar with car maintenance and was able to help me find an inexpensive solution to my car troubles.","NA","Student"
"This made me realize that each person has their own strengths and while it's easy to be envious of others, it's wiser to build them up and recognize that they are more adept to certain skills.","IDK","Student"
"Through this project, I was able to encourage the committee members to complete their respective tasks and bring the group together to work towards the common goals of preparing for the implementation of the common rule. 
","IDK","Student"
"One such occasion was a meeting with housing on getting students checked into housing after hours.","NA","Student"
"I continue to assist the company, and keep them focused on the main issues at hand. 
","STC","Student"
"The managers and I still expressed our opinions, but they were able to guide us and teach us the way they thought the program should be implemented.
","STF","Student"
"At one of the meetings, we had to make a decision on how to proceed with a particular form of Lock Out, Tag Out (LOTO) within the facility.","NA","Student"
"While working with the other interns and student workers from the dean's office and other departments within the College of Business, I always attempted to create an open environment between us to discuss various topics related to our own lives, marketing in general, and projects we were working on.","TF","Student"
"Also, it has been so amazing to see him excel in his position, so much that we were able to plan a President's social! 
","NA","Student"
"It was such a great experience to teach him all the ropes and little tricks of being an SEC.","STF","Student"
"This started a discussion that I led for a long time that was interesting. 
","STC","Student"
"During my internship, I was able to bring up the idea of whether or not it was important for young entrepreneurs to have corporate experience.","NA","Student"
"So, as part of my internship, I helped create a space for presenters to share feedback for one another. 
","NA","Student"
"During my internship, I realized that there wasn't a space for presenters who co-presented a workshop to give feedback on how their partner presented.","NA","Student"
"The supervisors keep asking different questions to everyone to know what our unique strengths are and what we like to do the most so that he can assign the right person to the right task.","STC","Student"
"During my internship, I observed how one of the supervisors deals with new employees from different backgrounds including myself.","NA","Student"
"During my internship, I noticed that one of my bosses continually outsourced and looked to find the best person to aid him in his projects, even if they did not work directly under him.","IDK","Student"
"Through this, they have assigned me to work with the Agribusiness Extension Agents since I am an Agribusiness major in order to develop my skills and interests of my major into the statewide services. 
","STC","Student"
"Also when someone had a question for us I would encourage him to answer the question even if I knew the answer to that particular question.
","STF","Student"
"These people chosen were on board for the information I was conveying so a group of likeminded individuals was created.
","NA","Student"
"Each week we would have a team meeting in which I reported the successes of our social media campaigns to the other employees. 
","STC","Student"
"During my internship, I collaborated with the other interns and my supervisor to plan the Class of '39 award.","NA","Student"
"We collaborated on how to achieve the properties we outlined, and I commenced to create the design.","NA","Student"
"We discussed the needs of the project, along with the other intern and one other engineer, and came to a decision of what properties were most important.","STF","Student"
"During my internship where we brainstormed ideas to meet our goals for enrollment numbers.
","NA","Student"
"Once this information was collected I presented the results of the data to the head of the department.
","NA","Student"
"It was cool to be able to listen and hear what everyone in all different departments were working on and how all of us together were working to advance the company. 
","NA","Student"
"During my internship we would do weekly intern meetings where we could discuss what we were doing in our particular roles, during one of those meetings we were asked to explain to another intern what projects we were working on and why they were important.","NA","Student"
"For a new employee who is familiar with a certain machine learning technique, he assigned projects directly related to that expertise to the new employee. 
","IDK","Student"
"During my internship period, my supervisor has assigned specific and different tasks to different members of our team.","STC","Student"
"I had to find articles for the team to read and answer questions about.","NA","Student"
"During my internship I worked with the admission team in Cyprus in order to find ways to recruit more students.
","NA","Student"
"That particular co-worker was very motivating and encouraged me to reach out to management about cross-training in other positions at the farm because he admired my work ethic and wanted me to be as versatile as possible on the farm.
","TF","Student"
"For this project, I was responsible for making travel arrangements and providing documentation about the process of beginning the collaborative process.","NA","Student"
"Allowing the connection of these two organizations to come together to work on having a hiking trip held for the LLC. 
","NA","Student"
"My mentor knew he could provide valuable feedback on how to improve my workflows and make my documentation more non-technical friendly because he has done the same thing in the past.
","STC","Student"
"During my internship I often looked at a list of deliverables that a department would create for us to produce and part of my job was to try and eliminate duplication of effort and communicate better ways to reach our shared goals to create a better end result for all parties.
","TC","Student"
"During my internship I acted as a mentor to first gen freshmen.","STC","Student"
"The CTGA, which was hosting the committee, gained the help of volunteers through my efforts, and we had a successful event overall.
","TC","Student"
"During my group meetings, I would encourage a discussion between my mentees and I by asking them about their experiences with that topic of the week in order to help those who were less experienced learn. 
","STF","Student"
"The days were anywhere from 90-100 degrees while the nights dropping into the 70s.","NA","Student"
"He was able to do this by reasoning with logic.","NA","Student"
"During my first few weeks of my internship I was still getting used to the lifestyle of working long days outdoors.","NA","Student"
"I asked for help from different sources and used others feed back through out the day to make adjustment to the event. 
","STF","Student"
"I planned a great day and event for 100 kids.","NA","Student"
"I communicated with them the types of content that will be discussed at the presentations and organized the location/time of each meeting. 
","NA","Student"
"These events brung awareness to the students about STEM majors, and how people who look like us are underrepresented in those majors. 
","NA","Student"
"While organizing WISE Choice Day, my supervisor collaborated with multiple staff members in the department to complete the itinerary, arrange activities, and brainstorm ideas.","NA","Student"
"During meetings with the social team, we could come up with ideas and change them and give each other feedback on which direction is better to go.
","STF","Student"
"During meetings to discuss progress on my project, I collaborate with my mentor and give her different ideas and perspectives as to how to move forward with what technologies and capabilities","STF","Student"
"During meetings I would make sure everyone understood where I was and what roadblocks I was experiencing.","NA","Student"
"During many meetings, I was very open to hearing different perspectives and compromising to reach a common goal.
","TF","Student"
"During interviews for the new Healthy Campus interns, we each encouraged discussion of our thoughts on every candidate.
","STF","Student"
"during intern meetings I led the meeting with sketches demonstrating poster style and encouraged everyone to speak. 
","STF","Student"
"It was an update to the current SharePoint and I had to communicate with every manager and engineers to see what they really wanted to and came up with a solution that pleased them
","NA","Student"
"They delegated and kept every step organized so the massive job could be finished on time. 
","TC","Student"
"During employee reviews, one of the managers overtook the large job of compiling all the review notebooks.","NA","Student"
"during electro fishing the person with the backpack electro fisher orders the others on where to go and how they are going to shock a specific section of stream.","STC","Student"
"We talked about the ways that they could be successful and I helped empowered them to reach those goals with positive interaction. 
","TF","Student"
"During a weekly meeting we would discuss challenges and progress for the current project we were working on.","NA","Student"
"This is when I spoke up and showed them how to do it.","STF","Student"
"One of these tasks was to launch a large bouncy ball in the air using a bed sheet and catch it, but while flipping the bedsheet over before catching the ball.","NA","Student"
"During those few hours, I made sure to keep the workflow going, despite the absence of the main staff for a short time. 
","STC","Student"
"Observing the attendees interest, my manager decided to go ahead with the team and bringing in people from various backgrounds including interns like me.","NA","Student"
"I had noticed that the importance given to interns like me was massive.","NA","Student"
"He had brought in people from various backgrounds for the brainstorming session.","NA","Student"
"We needed the unitity of the group to agree on one design of VR headsets,so we welcomed opinions to achieve the common goal. 
","TF","Student"
"We welcomed criticism and even pointed out aspects we thought some people may not like and asked for suggestions.","NA","Student"
"During a presentation I was presenting in, I encouraged questions and started discussions to ensure that everyone shared their point of view and we had as many ideas as possible from the meeting. 
","STF","Student"
"During the meeting, several members from different departments and colleges within UDT were individually spotlighted for their incredible efforts in keeping a good relationship with their donors as well as being an asset to the team. 
","NA","Student"
"During a monthly University Development Team meeting, I was able to sit in and observe how it normally operates.","NA","Student"
"During a meeting with other staff members, I noticed Kelly leading the meeting with extreme confidence and grace. 
","IDK","Student"
"To better facilitate the ideas of everyone in the group I offered to write down the key points from each opinion.","IDK","Student"
"During a capture the flag challenge, where you have to complete a set of hacking challenges, I encouraged my team to find different ways to solve the problems presented.
","STF","Student"
