"Labeled Data","Final Label","Dataset Name"
"I have encouraged discussion between my mentees and I.","STF","Student"
"I have full confidence that she'll do great things for her new employer!
","NA","Mentor"
"I have full contact with the clients I have been given.","NA","Student"
"I have gained more confidence in this internship because I felt as if I was really needed in the company and had a large role which increased my leadership competency to intermediate.","IDK","Student"
"I have given presentations to other college students through Dr. Hannons courses where I have gotten lots of feedback about how inspirational it is.
","STF","Student"
"I have had so many opportunities to learn about the vision of the COB and how to continue the vision. 
","STF","Student"
"I have learned how to be a leader on a team and take initiative and work hard.","NA","Student"
"I have learned in Graphic Communications that you cannot marry yourself to any design or idea, as clients will always have their own ideas and suggestions, as well.","NA","Student"
"I have not been able to provide Alyssa opportunities to lead since we are a very small operation.","NA","Mentor"
"i have rarely seen a more approachable manager but he still conveys his point.","IDK","Student"
"I have really appreciated her input and observations on how to continue to improve our programs.","NA","Mentor"
"I have received a few of these recognitions and have witnessed a coordinator writing them for other members of the work force recognizing them for strengths such as efficiency or respect.","IDK","Student"
"I have seen one of my managers many times gather a group of us to complete tasks.","STC","Student"
"I have seen the managers at Campus Banner + Design lead their interns towards a complete design project from start to finish.
","NA","Student"
"I have taken a lead role on our Poinsettia project.","NA","Student"
"I have this planned for him before the internship ends.
","NA","Mentor"
"I have this planned for him before the internship ends.
","NA","Mentor"
"I have to work well with my co-workers, show them respect and delegate efficiently.","STF","Student"
"I have watched Rob and Nathan lead designers to produce amazing projects.","NA","Student"
"I haven't seen any evidence that he's reached out to others.
","NA","Mentor"
"I held lead new coworkers in production jobs.","NA","Student"
"I helped a co-worker see an easier way to find Clemson's branding fonts and was always willing to help her when she asked.
","TF","Student"
"I helped another employee figure out how to properly complete a job assignment that was necessary for the accounting department to function.
","IDK","Student"
"I helped bridge communication gaps and getting people to discuss more the consequences of each architecture.","NA","Student"
"I helped encourage teams to bring in canned goods for our canned food drive. 
","STF","Student"
"I helped foster discussion between all of the writers and the editors as we discussed the areas in which we could improve and get better.
","STF","Student"
"I helped him to finish that part of the works. 
","NA","Student"
"I helped my co-interns grow their confidence when it came to Adobe skills or speaking at orientations. 
","STF","Student"
"I helped table at a CUBS event this semester.","NA","Student"
"I helped the student org complete several events they wanted to do.
","NA","Student"
"I helped them find their strengths and interests in order to build a stronger overall team. 
","STF","Student"
"I honestly think Trevor is a great leader.","NA","Mentor"
"I hope her can learn to how to lead others to do sth instead of always herself finish all the things others cannot do that.
","NA","Mentor"
"I in the technology department, all responsibility fell upon me.","NA","Student"
"I input my opinion or provide insight on certain topics such as things pertaining to my major, Chemical Engineering.","NA","Student"
"I know her technical skills and ability to collaborate with others will aid in her success wherever she works in the future.
","IDK","Mentor"
"I know she is very talented and theres a lot of potential for growth in the future.
","NA","Mentor"
"I know she will in the fall when I onboard two new UPIC interns","NA","Mentor"
"I know that is a big statement.","NA","Mentor"
"I know that Kiah will accomplish great things as a student leader and beyond.
","NA","Mentor"
"I lead faculty members in this initiative and worked with students who wanted to see the Instagram account be revamped and I am very proud of the way the account is looking so far. 
","STC","Student"
"I lead many colleagues in understanding the software Timer Pro
","NA","Student"
"I lead over 40 ambassadors through a workout and had them work together as a team to finish it. ","IDK","Student"
"I lead the desk staff members on a daily basis.","NA","Student"
"I lead the team meeting and I always encourage the team to give me feedback and express their opinion on what they will like to discuss.","STF","Student"
"I learned 3D modeling because of this and others learned Arduino programming from me. ","NA","Student"
"I learned a lot from him in regards to project management and how to lead everyone towards an end goal. 
","STC","Student"
"I learned to trust others in the process of putting on a show.","IDK","Student"
"I led a Development training (which our department holds every other week) and was able to facilitate discussion about personal and professional growth.","IDK","Student"
"I led a group during the brainstorm session so that we could come together and create content for articles. 
","IDK","Student"
"I led discussion about introducing a new way to market the institute and we implemented some of my changes.
","IDK","Student"
"I led my team through a series of service projects that would benefit the entire HR office.","TF","Student"
"I led our team of interns in the school book project and organized the whole thing.","NA","Student"
"I led the team of interns to 3 separate, successful projects that helped the company immensely. ","TC","Student"
"I led two 45 min panel sessions and lead the discussion that included the pros/cons of Clemson and everyday tips to become a successful college student.","NA","Student"
"I listed this as an area of improvement as I believe some things he was working on independently he could've asked for help sooner or leveraged others to be more effective.","NA","Mentor"
"I look forward to seeing those efforts unfold.
","NA","Mentor"
"I love finding ways to connect with these individuals in the future.","NA","Student"
"I made a detailed plan of how we should go about modeling our future posts on the account.","NA","Student"
"I made sure everyone got a chance to give their different ideas and opinions on all the ideas stated.","STF","Student"
"I made sure my mentees were aware of resources at their disposal and I informed them of several activities/workshops that could be of their service.
","STF","Student"
"I made sure that the new employees felt comfortable to speak up.
","STF","Student"
"I make it clear during the interview process that there will be days that I expect interns to look for projects on their own and develop a plan for completion.","NA","Mentor"
"I make my meetings very open and it has helped my mentees grow closer connections with each other and me as well. 
","STF","Student"
"I may have worked in production, but everyone was confident in my designing abilities and asked me for constructive criticism. 
","IDK","Student"
"I mentioned this to my mentor and she gave me full responsibility to do whatever I wanted with it.","NA","Student"
"I met with each team, listened to the different perspectives, and encouraged ways they could combine their idea together to take an even better direction.
","STF","Student"
"I motivated her to reach out to the University to get it published in the Echo and because of our joint efforts we accomplished it! 
","TF","Student"
"I needed a standard way to train everyone so that it would be easier for the trainee's to remember, and therefore pass their certifications.","NA","Student"
"I never had an opportunity to deal with a group. 
","NA","Student"
"I note this as the greatest area for improvement not because they student does not exemplify the competency well, but because leadership is a life long journey.
","NA","Mentor"
"I noticed how he would address everyone's issue's during the subcontractor meetings we had every week. 
","IDK","Student"
"I noticed that the graphic designer was really good at delegating tasks to her assistant when she knew the asistant's talents would be more applicable to those tasks.","STC","Student"
"I observe how Mrs. Serita leads her office staff into a discussion of further enhancing the efforts of the PEER/WISE office resources and the staff.
","IDK","Student"
"I observed her building relationships with her employees.","STF","Student"
"I observed how other business people interacted and how they developed a group of interns to help them create a website from the ground up.
","STF","Student"
"I observed my supervisor exhibiting leadership qualities as he introduced me to the team.","NA","Student"
"I observed the supervisor create a group to help push towards achieving goals when a handful of students begin to quit.","STC","Student"
"I often found myself so caught up in my work that I failed to hold or attend the meetings I should have.","NA","Student"
"I often try to empower those that I communicate with in the football concession stands as they have as much power as me to make a difference in terms of sustainability. 
","TF","Student"
"I only chose leadership because there was not much of an opportunity for our interns to display that competency much with this project.
","NA","Mentor"
"I only say this because I feel the position doesn't necessitate Alyx to oversee the work of others.","NA","Mentor"
"I planned a great day and event for 100 kids.","NA","Student"
"I poured over the sample data that we would be discussing and evaluated it from each of their perspectives based on how each individual labeled the sample.","NA","Student"
"I presented a slideshow to many parents and students, engaging them in the goals of our office and sparking interest in different abroad programs.","NA","Student"
"I proposed paint colors and decoration choices and also assisted in the procurement of materials and the actual painting work itself.","NA","Student"
"I provided tip sheets to students on how to maintain holistic wellness and provided them with resources to help monitor their mental health and destress.
","NA","Student"
"I published the article on LinkedIn where our program supporters were able to read it and give feedback.","NA","Student"
"I ran the team meetings.","TC","Student"
"I rank Kshitij as having the greatest area of improvement in the Leadership category simply due to time in his position.","NA","Mentor"
"I realized one way to resolve this issue is to decouple the project into different level, from high level to low level, from one domain module to another.","NA","Student"
"I really appreciate his thoughtful consideration.
","NA","Student"
"I really see Sarah becoming a strong guiding force for my intern team in the future.
","IDK","Mentor"
"I really think she has it in her, but I don't know that she really had an opportunity to do that this semster, either.","NA","Mentor"
"I really want to see Ely's leadership experience grow and her confidence to lead our intern team.","NA","Mentor"
"I received input from others and together, after finalizing the forms, we presented it to our site mentor, who supported the project.
","IDK","Student"
"I recommend that Namrata leverages her leadership education and acquires more assertiveness, she definitely could use some practice - but that was not required in this role.
","NA","Mentor"
"I reformatted the RFF form to distribute across our department to make it easier for everyone else to understand and utilize the new accounts.","NA","Student"
"I reported the results of these meetings back to my mentor.
","NA","Student"
"I sat in a meeting where the project managers was dedicating tasks and next steps according to what people were able to do as well as keeping in mind their abilities/ time availabilities We all collectively worked towards put out a presentation package for a deadline
","STC","Student"
"I saw a supervisor put a team together and lead them to a goal to put on an event.","IDK","Student"
"I saw Dr. Hannon take 15 students from all backgrounds and mold us into a collective unit.","IDK","Student"
"I saw my friend Jake take initiative and get a group project done in a day
","IDK","Student"
"I saw my mentor, Harolynn, lead these students to all understand the goal they are trying to achieve.","STF","Student"
"I saw my supervisor encourage others to pursue something that the fellow mentee expressed an interest in. 
","TF","Student"
"I saw them learn, share their stories and assessed them in their knowledge that led to an increased group knowledge of nutrition and the passion to serve children the most nutritious food as possible.
","NA","Student"
"I see her leadership skills growing every single time she is in the office.","NA","Mentor"
"I see my mentor almost everyday lead families and students to a shared vision or goal.","TF","Student"
"I selected Leadership because being a great leader defines Meghan Williams and if you are a great leader you possess the other skills mentioned.","NA","Mentor"
"I selected Leadership becauseThomas has taken the lead in establishing the VR Immersive Space at the Watt Center.","NA","Mentor"
"I selected Leadership not because it is an area for improvement, but because I see the potential in this individual as having natural leadership skills already, and just needs to capitalize on those skills.
","NA","Mentor"
"I serve as the student perspective and face to the Honors College, but to students can be seen as a leader or intermediary extension of the Honors Office.","NA","Student"
"I served as a liaison for the students of the Honors College and the Honors College staff.","NA","Student"
"I served as the communications director for the Study Abroad Ambassadors, and through that position I was able to coordinate and execute a plan for the It's not too late to study abroad campaign.","STC","Student"
"I show what I did before as an example and discussed the advantages and disadvantages for their information.","NA","Student"
"I sometimes had to direct videos and those in the video to recreate our ideas. 
","STC","Student"
"I spearheaded this project to make sure it was done correctly and quickly.
","TC","Student"
"I specifically chode leadership as this project did not afford traditional leadership, so his skills in this area were not as visible as those in other areas.
","NA","Mentor"
"I spent the entire day with a large group of about 30-40 people.","NA","Student"
"I stayed in contact with her to ensure that we were on the same page and being efficient and consistent in our work.
","TC","Student"
"I streamlined the jobs in accordance with the management requirement and channeled the work.","IDK","Student"
"I suggested every intern present come up with a possible reason for the issue and try to remedy the unit using each of our ideas until we found the solution. 
","STF","Student"
"I suggested that we delegate and split up, with me doing the duties that I could perform on my own without the vet's direct guidance.","STC","Student"
"I suspect he would excel in this area as well","NA","Mentor"
"I talked about both the pros and cons of my idea and asked for feedback.","STF","Student"
"I then asked questions of my own to try and encourage their own understanding of the material.","TF","Student"
"I then divided the jobs among our group so that we could get everything done efficiently based on each person's skills.
","TC","Student"
"I then had to combine my findings and pitch to my bosses why we should purchase a golf cart and which option to go with.","IDK","Student"
"I think A'va is well rounded in all of these competencies.","NA","Mentor"
"I think as Ryan grows in his self confidence he will improve in this area.
","NA","Mentor"
"I think Bruce could take a bit more initiative to take the lead and make suggestions when working on projects.","NA","Mentor"
"I think given an enhanced opportunity to lead a group, Tyler will do very good.
","NA","Mentor"
"I think her ability to train others on continuing her projects will be her biggest area for improvement.
","IDK","Mentor"
"I think her leadership skills will continue to expand as she gains more work experience and knowledge in whatever field she chooses.
","NA","Mentor"
"I think her vision and work ethic during projects would benefit the group as a whole, and I am interested in seeing her help other interns gain skills they don't currently possess.","TF","Mentor"
"I think I always my boss let me do what then I will do what. 
","NA","Student"
"I think I learned leadership skills by helping lead these weekly meetings. 
","NA","Student"
"I think if she were more extroverted and spoke up more, she would excel in leadership.","NA","Mentor"
"I think it was difficult for him given that he was at intern level in a large international bank but it is an area that he could improve on in the coming years.
","NA","Mentor"
"I think just leadership in general.","NA","Mentor"
"I think leadership includes having initiative and that's something Caroline could improve on as well.
","NA","Mentor"
"I think one important characteristic for someone who believes that have qualities of being a leader, is encouraging others around you to criticize you or your work.","STF","Student"
"I think Pranav would be a great leader in the Makerspace and something that is achievable for him
","NA","Mentor"
"I think she has gained confidence.","NA","Mentor"
"I think she possesses many of the characteristics and qualities, now its just time for her to pull all of them together as a leader.
","NA","Mentor"
"I think she possesses many of the characteristics and qualities, now its just time for her to pull all of them together as a leader.
","NA","Mentor"
"I think she still has some room to grow in terms of confidence with the process and will be given an opportunity to take the lead on a project to test and grow these skills.
","NA","Mentor"
"I think she will be a great leader one day, but is just getting her feet under her so she does have a lot to work on (as do we all).","NA","Mentor"
"I think she will grow into a more proactive leader when given more leadership tasks.
","NA","Mentor"
"I think that Derek can pick this up quickly as he seems like a natural leader, but just needs more time to adjust to newer environments.
","NA","Mentor"
"I think that he could grow in taking initiative and leadership when working with others.
","NA","Mentor"
"I think that Jared could offer more as a leader in the future.","NA","Mentor"
"I think that this will come as he gains additional experience and continues to develop comfort as part of the team.
","NA","Mentor"
"I think that with time she will hone this skills to her's and her employer's advantage.
","NA","Mentor"
"I think the best example I have for this from the semester would be the Paint Party that CLEMSONLiVE puts on every August for the new freshmen.","NA","Student"
"I think the first couple months he was getting acquainted with everyone and finding out other strengths to leverage.","NA","Mentor"
"I think the greatest way that Claudia could continue to improve would be through her leadership skills.","NA","Mentor"
"I think the students will improve on their leadership skills in their future life.
","NA","Mentor"
"I think there are leadership roles that would enable Jenson to hone his skills further.
","NA","Mentor"
"I think this can be an area that he could work on.
","NA","Mentor"
"I think this confidence and maturity will certainly come with time and I am not concerned at all that she will not develop this strength with a little more experience.
","NA","Mentor"
"I think this is Krystin's greatest area of improvement because she hasn't had a lot of leadership experience in her previous roles.","NA","Mentor"
"I think this is something she is certainly capable of and will master with more time.
","NA","Mentor"
"I think this is vital in a community like the School of Public Health Research because it optimizes the outcomes of individual projects. 
","STC","Student"
"I think though, as she gains more experience, she will be an effective leader, as she is a critical thinker who is able to prioritize her work and meet deadlines.
","STC","Mentor"
"I think through time, Kelly will improve and attain leaderships skills needed to manage and coordinate projects.
","NA","Mentor"
"I thought more women would be inclined to use the new area if this was the case. 
","NA","Student"
"I thought that this was an excellent way to lead a group, especially a group of people who are younger and who are just part-time interns.","NA","Student"
"I took a lot of initiative this semester by actively seeking project from my mentor in order to not only help the department for the future but to also allow myself to apply my skills and foster the same initiative in other employees so that anyone in our staff would feel confident
","STF","Student"
"I took all of the information that I was given from the other student employees and managers, and I was able to make sure that their concerns and questions were presented in the meeting. 
","STF","Student"
"I took feedback from the other interns and team members we worked with to create a one-inch thick binder that all the incoming interns will use to become an immersed member of the Development Team.","NA","Student"
"I took leadership in my role on the project by asking questions and looking for opportunities to help out.
","NA","Student"
"I took on the role to focus on visa applications and as a guide before and during the orientation process in Paris.
","NA","Student"
"I took the initiative and ran through the testing procedure with multiple departments. 
","STC","Student"
"I trained two new employees which would provide support for the overbearing workload.
","NA","Student"
"I tried to ask at least one player's opinion in each short talk out of the several discussions which we had during the game.","NA","Student"
"I tried to bring in a new perspective to the conversation by talking about the idea logistically.","STF","Student"
"I tried to encourage other people's thoughts by asking, so what do you think? to provoke others' opinions, 
","TF","Student"
"I truly believe that improving this areas will make her a excellent professional.
","NA","Mentor"
"I used my previous knowledge about quality and the concerns they had about these racks to lead the team to do some testing and make suggestions for improvements.","STC","Student"
"I used past manager guidelines to develop my training style which is more employee driven, after initial information has been given.","NA","Student"
"I valued Jordan's work ethic and would expect given more time in our organization she would gain the confidence needed to tackle larger projects and take on additional responsibilities.
","NA","Mentor"
"I wanted her to be hands on so that she was not overly stressed when I was not there.","STF","Student"
"I was a great substitute in that position by virtue of my 3 previous internships on the shop floor.","NA","Student"
"I was a part of a Formula student team-Praheti Racing which made its maiden expedition to a Formula student competition in Italy.","NA","Student"
"I was able to bounce idea back and forth with her and another coworker about how to improve the content being put up on social media. 
","STF","Student"
"I was able to bring in $300 worth of donations from student groups that have demonstrated passion for philanthropy, aligning the goals of their organizations, our internship, and the elementary school in a way that made us all feel good.","STC","Student"
"I was able to communicate different resources, opportunities, and my own experiences to help them begin to achieve that goal at their time here at Clemson.
","IDK","Student"
"I was able to connect students who were going abroad to the same places together to make sure each had their questions answered that they may have not thought of just yet.
","NA","Student"
"I was able to drive the creation of various interior models for the vehicle by taking into account the requirements of different subsystems.
","NA","Student"
"I was able to get the whole office behind me on this mission and get them involved to the point where they felt invested in the process as well.","TF","Student"
"I was able to have everybody participate in activities to reach our collective goal and push toward CORE's goal of bettering the area that we visited. 
","TF","Student"
"I was able to help the new employees understand how to complete different tasks.
","NA","Student"
"I was able to lead the peer exec board to come together and plan different events for the students that will enable them to come together as one family and create a bond that cant be broken.
","TF","Student"
"I was able to listen to their goals and then apply them in a way that would help them, keep them on track, and eventually, achieve them during their time in college. 
","TF","Student"
"I was able to partake in a diabetes prevention meeting with one of my mentors Melissa Bales and another person under our grant who was working on efficiently maximizing our ability to transfer data from online program to program as well as other time-management strategies.","NA","Student"
"I was able to see how they brought the group together and would ask questions to others that were thoughtful and got the others engaged by answering and thinking about answers. 
","STF","Student"
"I was able to share my unique experience of studying abroad in a non-traditional location and hopefully encourage students to branch out in the locations where they're looking to study abroad.","STF","Student"
"I was able to show these girls that it is empowering to be a women in a STEM even though more likely than not you will be in the minority.","STF","Student"
"I was able to showcase my organization and leadership skills.","NA","Student"
"I was able to tell them about the efforts of Give Day and explain the importance of the Office of Development.","STC","Student"
"I was able to travel from person to person wherever I was needed to lend a hand collecting data, holding a salamander, or recording measurements.","NA","Student"
"I was able to utilize my role as an intern by discussing my job in pulling W-2s.","NA","Student"
"I was able to watch my supervisor lead and supervise a range of different people during this time.","STC","Student"
"I was also able to answer any questions she had throughout her internship as she was learning these programs along the way.
","NA","Student"
"I was also able to ask if anyone had ideas and try to guide them on whether I thought it would be successful or if we should take another route. 
","STF","Student"
"I was asked to teach about a technology that I have researched in previous semesters.","NA","Student"
"I was fortunate to build a relationship with TransVoyant and work out problems on both sides to form a better partnership.
","IDK","Student"
"I was frequently called upon to ask questions and offer opinions in these types of situations. 
","IDK","Student"
"I was given a lot more responsibility this semester and kind of left in charge of the Pinckney Leadership Conference. 
","STC","Student"
"I was given the award one week and got to choose the next recipient of the award.","TC","Student"
"I was given the opportunity to hear about personal stories that helped inspire these people.","NA","Student"
"i was happy to be a part of these conversations and encourage them to talk it out and see what they liked better!
","STF","Student"
"I was helping on a case where two agents were in disagreements on how to achieve a particular task.","TC","Student"
"I was in charge","STC","Student"
"I was never treated as an intern in this case.","NA","Student"
"I was not too familiar with this creation of an in depth dashboard","NA","Student"
"I was often the most experienced member on the gameday team where I had to lead the less experienced interns to create the best content
","STC","Student"
"I was preparing a meetings for our group with the scientists that we collaborated with and sometimes I had to lead the meeting and discussion.
","NA","Student"
"I was responsible for maintaining order in the office and making sure that students/parents/outside parties were assisted if they came in.","NA","Student"
"I was responsible for sure the product was ordered and delivered by the time we needed it.","NA","Student"
"I was responsible for translating surveys into Spanish in order to better communicate with parents of the hispanic/latino community.","STC","Student"
"I was the lead on the Clemson Guide App project and co-lead on the School Book project.","NA","Student"
"I was the middle man and provided a space where they would give the pros and cons of each ideas.","STF","Student"
"I was told that no intern had ever proposed such an effective solution like me.","NA","Student"
"I wasn't really given take many leadership opportunities.","NA","Student"
"I went through every learning experience submitted for each month, and found events that were exemplary through upholding learning outcomes and assessing the event.","NA","Student"
"I will be asking Allie to lead a project.
","NA","Mentor"
"I wish we could give her more opportunities for her to develop her leadership skills throughout her work in our office.
","NA","Mentor"
"I witnessed countless times full time employees leading these brainstorms really pull information from people, both interns and full time workers, by encouraging them to share.","STF","Student"
"I witnessed my mentor Kelly Geiger lead her team in an effective way that capitalized on the unique strengths of the individuals on her team.","IDK","Student"
"I worked closely with Yuki, my mentor, to make these sessions happen and discussed my accomplishments with these students with her weekly.
","IDK","Student"
"I worked to help the new intern understand our responsibilities.
","STF","Student"
"I worked with another intern who was a great writer.","NA","Student"
"I worked with many different members of the IAC to submit report on time. 
","NA","Student"
"I worked with other girls to direct roles and make sure every task was fulfilled.
","TC","Student"
"I worked with other student managers to train new employees.","NA","Student"
"I would also communicate with their superiors about their excellent work performance. 
","TC","Student"
"I would ask them their opinions on these things, so they could feel freer to open up about their ideas.","TF","Student"
"I would have liked to have seen Lucinda get to know and utilize those folks more deeply over her time here.","STC","Mentor"
"I would have love to see the intern take more leadership role in the office.
","NA","Mentor"
"I would have preferred to be able to select two competencies - Leadership and Collaboration.","NA","Mentor"
"I would help facilitate these conversations and partake in them as I am a transfer student myself. 
","NA","Student"
"I would help others when needed
","NA","Student"
"I would like Joseph to take the initiative in reaching out to others in completing his tasks.
","NA","Mentor"
"I would like to see her utilize those strengths in positions of leadership to continue to grow and develop her resume.
","NA","Mentor"
"I would like to see Niko step up a little bit more during team meetings to express his needs offer his knowledge to others.
","STF","Mentor"
"I would love to see her step up more into a leadership roll come spring to help support and train the new intern as her knowledge of this position has grown immensely.
","NA","Mentor"
"I would often find he had work completed but wanted to get something else done too before handing off what he completed to another teammate.","NA","Mentor"
"I would often take this roll by planning out what would have to be completed each day.
","NA","Student"
"I would put some ideas and asked others opinions.","NA","Student"
"I would recommend to improve it more and more.
","NA","Mentor"
"I would say there's not as much collaboration in my work site as there is at others, which leaves fewer opportunities for any of the interns to assume a traditional leadership role.","NA","Mentor"
"I would show him my research and tell him things I found interesting and he would give his opinion. 
","NA","Student"
"I would sit in my office or go into different rooms in the office with them and push them to work hard to where they could reach their goals.","STF","Student"
"I would suggest for Anna to speak up and be more confident.","NA","Mentor"
"I would synthesize these views and make sure everyone's voice was heard.
","STF","Student"
"I would take leadership in showing her how to do the things I was stronger in and encouraging her to master the program herself.","STF","Student"
"I would take on projects that I was the leader of and had to make a plan to carry out.
","TC","Student"
"I would then also give my opinion.","NA","Student"
"I wouldn't necessarily say she needs major improvement in this area.","NA","Mentor"
"I'd like her to challenge herself to look for opportunities to gain practical experience in this realm.
","NA","Mentor"
"I'd like to encourage him to break out of his shell and speak up more often.","IDK","Mentor"
"I'm glad I noticed, because there wouldn't have been any food. 
","STC","Student"
"I'm hoping to give her more of a leadership role in the spring to help lead/train the other interns.
","NA","Mentor"
"I'm not sure if this is necessarily an area of improvement","NA","Mentor"
"I'm sure she would thrive though in a leadership position if she were in one.
","NA","Mentor"
"I'm unable to assess his leadership skills since he works on an individual project.","NA","Mentor"
"I'm waiting for her to be more vocal in our team meetings.
","NA","Mentor"
"I've been able to partner with others by assisting them in whatever they may need in order to achieve the shared vision of process improvement on campus. 
","STF","Student"
"I've had to basically lead an assessment when my boss was not there.
","IDK","Student"
"I've observed Mark and his vision for how the building is to be run when we were learning the way the systems interact with each other. 
","IDK","Student"
"I've spent the semester watching my mentor learn about our new employees and how they each work best and learn.","IDK","Student"
"I've started to see developments on this front recently assisting in training for new hires.","NA","Mentor"
"Ideas and suggestions were taken from all the different subsytems like interiors etc.","NA","Student"
"Ideas or suggestions of the team was encouraged and respected by everyone. 
","STF","Student"
"If Daniel masters the art of leadership over the next few years of his life, I think he will be unstoppable, and will be the next generation of rising stars for any company or organization he works for.
","NA","Mentor"
"If i have to choose one with slight improvement it would be leadership.","NA","Mentor"
"If it was tech related she would assign IT to do it and so on.
","STC","Student"
"If it was, a committee would be formed and the members of said committee would be responsible for executing the solution.","STC","Student"
"If she could organize a better team work, I guess, it would not only be helpful for her, but the study would be done in a more efficient way.
","NA","Mentor"
"If she has something personally she wants to do then she is less willing to help with specific projects.
","NA","Mentor"
"If there is anything that Tony can do or improve to make things easier for his coworkers or supervisors, he is more than ready and willing to do so.","NA","Mentor"
"If there was, I think I would have performed well.
","NA","Student"
"If we weren't doing that, we would be sharing techniques on how to get started, what tools to use, or what thought processes we would use to come up with and complete a design.","NA","Student"
"If you're just completing tasks to get them done instead of seeing how they contribute to a greater mission, it's not hard to see why you would lose interest or burn out.
","STF","Mentor"
"In a matter of days we were able to get this message, in addition to a well-made video from Peyton, out to thousands of students.","NA","Student"
"In addition, there was a new intern at our site this semester who I was tasked with training about all of the various intern responsibilities at my site. 
","IDK","Student"
"In all of my employees and myself.","NA","Mentor"
"In another year or two he will be outstanding.
","NA","Mentor"
"In contrast, when speaking with me, Hudson would use encouraging and softer language. 
","STF","Student"
"In doing so, the three of us had to work together to achieve experiment goals originally set by myself and Dr. Alper through the two years I have been in the lab.","TC","Student"
"In doing this, a task that usually takes the entire morning (8am to 12pm) ended up only taking 2.5 hours (8am to 1030am).","NA","Student"
"In Gwyn's case, leadership is good but shyness kills it.","NA","Mentor"
"In helping teach younger interns, she has also gained delegation skills that further sharpen her leadership qualities.","STC","Mentor"
"In meetings I would often lead discussions regarding how we are currently structured and operating to allow everyone to voice opinions on we could achieve our goals more efficiently. 
","STF","Student"
"In one semester, she was not able to attain the experience needed to develop leadership skills.
","NA","Mentor"
"In order bridge this gap, a meeting was organized where I presented UX tasks and their corresponding implications to the project with visuals which would be most effective for a cross-functional team.","NA","Student"
"In order to accomplish our task, which was a design challenge, I asked questions to get the kids to express their views about how they should tackle the challenge.","STF","Student"
"In order to accomplish this, we had meetings throughout the month in which we would plan these events.","NA","Student"
"In order to facilitate helpful discussion and to solve the issues, I listened to everyones opinions and allowed them to speak their mind, while I turned to day to day operations and repair so they would not worry about the menial issues.","TF","Student"
"In order to help them progress, I would often help them align their narrow objectives such as writing a literature review to why they are doing it.","STF","Student"
"In order words, I found topics outside of my mentor's suiggestions and completed them based on my own initiative to succeed and bring news to Inside Clemson.","IDK","Student"
"In our small setting Deron did not have a great opportunity to show off his leadership abilities.","NA","Mentor"
"In our weekly group meetings with Dr. Moysey's grad students each week s.o. would present his current research.","NA","Student"
"In our weekly meetings I encouraged the newer interns to speak up and convey any trouble or problems they may have. 
","STF","Student"
"In our weekly Monday meeting my teammates would come up with creative ideas and i always respected them and gave credit when they were due.","STF","Student"
"In recognizing Clemsons organizational goals of enhancing student learning through REAL engagement and learning, I was able to align those goals with my teams goals of recruiting new talent and supporting the hacker culture at Clemson.","TC","Student"
"In regard to the other fields, Abele is either competent or above average for her age and experience.
","NA","Mentor"
"In some cases this works very well, but I'd like to see her feel more comfortable and confident about taking initiative and being instigative.","NA","Mentor"
"In the beginning, I was able to explain to the key stakeholders in the organization the value that I was going to bring to the organization but also the vision I had for the few months I was there.","TF","Student"
"In the end I had settled on a plug-load monitor which was more expensive than we had preferred but would reliably accomplish this goal.
","STC","Student"
"In the end we had a final product that we were all proud of and I was able to present this work to meet the expectations of the senior employees at the OISP.
","TC","Student"
"In the end, I was able to align the visions of a marketing team with big time shareholders towards a common goal for innovation in the senior medical sector.
","TF","Student"
"In the end, this internship is all about learning in order to be successful in our careers.","NA","Student"
"In the end, we created some great material to move closer towards their vision. 
","STF","Student"
"In the end, we got a sign that has the studio hours on it and a reserved seating message.
","NA","Student"
"In the end, we had the same goal, but there are often multiple ways to reach that goal.","NA","Student"
"In the end, we took the best parts of each of their ideas and used them to finish the project in a efficient and timely manner.
","STC","Student"
"In the group, I found that just speaking up was in itself a form of leadership because it then encouraged more dialogue from my team members, including a newer team member that just got to Clemson the week before.","TF","Student"
"In the Makerspace I have led many of our team meetings.","NA","Student"
"In the process of doing so, I have interviewed multiple staff members of the CCPD to get their opinions on different aspects of working there.","NA","Student"
"In these meetings, I often give advice to other groups in how to best approach a problem systematically. 
","STF","Student"
"In this meeting I encouraged all of us to share ideas to figure out a way to move the project forward.","STF","Student"
"In this way, I was able to gradually improve and expand my expertise.
","NA","Student"
"In those cases she is not sure how to motivate them to get involved.","STF","Mentor"
"In training this semester I had to speak infront of my peers and tell them the importance of what we do here in Aspire. 
","NA","Student"
"Inadequate opportunity
","NA","Mentor"
"Initially I was just the guinea pig to see if we would be able to use their products at all, and we were able to!","NA","Student"
"Instead of canceling I decided to still do the interview myself so it would still get done on time. 
","STC","Student"
"Instead of failing the pipe section, we communicated together that flushing the system could possibly solve the issue.","NA","Student"
"Interacted with workers during the internship and learned from their experience about the challenges and their recommendations on process improvements
","NA","Student"
"Interaction and open communication is the key to success and flawless execution of tasks.","NA","Mentor"
"Intern is working in a field that he lacks experience.","NA","Mentor"
"Intern showed progressive leadership skills among peers in projects or personal endeavors
","NA","Mentor"
"It astounds me to think about the young lady who started here in August 2017 and to see how much she has transformed since that time.","NA","Mentor"
"It can be difficult to stay on track sometimes because of the large task a research project an have.","NA","Student"
"It could well be that this competence did not come out as the project did not require this skill.
","NA","Mentor"
